"","fecha_dia","empresa","producto","menciones_positivas","menciones_negativas","menciones_neutras"
"1095",2025-01-27,"Apple","Apple Watch",398,195,391
"1096",2025-01-27,"Apple","MacBook",414,182,428
"1097",2025-01-27,"Apple","iPad",417,195,384
"1098",2025-01-27,"Apple","iPhone",381,205,384
"1099",2025-01-27,"Binance","Futures",394,186,389
"1100",2025-01-27,"Binance","Margin Trading",399,198,388
"1101",2025-01-27,"Binance","P2P",384,164,387
"1102",2025-01-27,"Binance","Spot Exchange",414,207,364
"1103",2025-01-27,"Binance","Staking",377,211,383
"1104",2025-01-27,"Binance","Wallet",381,179,378
"1105",2025-01-27,"Coinbase","Earn",403,194,403
"1106",2025-01-27,"Coinbase","NFT Marketplace",390,179,386
"1107",2025-01-27,"Coinbase","Pro",381,172,421
"1108",2025-01-27,"Coinbase","Spot Trading",402,176,423
"1109",2025-01-27,"Coinbase","Staking",373,184,384
"1110",2025-01-27,"Coinbase","Wallet",377,186,377
"1111",2025-01-27,"Meta","Facebook",381,178,373
"1112",2025-01-27,"Meta","Horizon Worlds",422,210,336
"1113",2025-01-27,"Meta","Instagram",396,203,365
"1114",2025-01-27,"Meta","Oculus Rift",384,155,425
"1115",2025-01-27,"Meta","Portal",393,175,390
"1116",2025-01-27,"Meta","WhatsApp",384,209,371
"1117",2025-01-27,"Nike","Air Max",355,182,372
"1118",2025-01-27,"Nike","Dri-FIT Apparel",398,214,333
"1119",2025-01-27,"Nike","Football Boots",411,194,362
"1120",2025-01-27,"Nike","Jordan",377,171,379
"1121",2025-01-27,"Nike","Nike+ App",388,171,436
"1122",2025-01-27,"Nike","Running Shoes",347,196,412
"1123",2025-01-27,"Nvidia","AI Chips",373,199,351
"1124",2025-01-27,"Nvidia","Cloud Gaming",352,185,357
"1125",2025-01-27,"Nvidia","DLSS Tech",390,189,397
"1126",2025-01-27,"Nvidia","GPU Drivers",380,185,379
"1127",2025-01-27,"Nvidia","RTX GPUs",391,186,396
"1128",2025-01-27,"Nvidia","RTX Laptops",414,187,394
"1129",2025-01-27,"Tesla","Model 3",410,182,416
"1130",2025-01-27,"Tesla","Model S",371,175,389
"1131",2025-01-27,"Tesla","Model X",394,181,363
"1132",2025-01-27,"Tesla","Model Y",366,197,395
"1133",2025-01-27,"Tesla","Powerwall",410,183,364
"1134",2025-01-27,"Tesla","Solar Roof",372,208,373
"1135",2025-01-28,"Apple","AirPods",384,214,368
"1136",2025-01-28,"Apple","App Store",376,218,363
"1137",2025-01-28,"Apple","Apple Watch",401,194,392
"1138",2025-01-28,"Apple","MacBook",420,181,381
"1139",2025-01-28,"Apple","iPad",398,187,411
"1140",2025-01-28,"Apple","iPhone",388,194,378
"1141",2025-01-28,"Binance","Futures",399,199,414
"1142",2025-01-28,"Binance","Margin Trading",383,211,369
"1143",2025-01-28,"Binance","P2P",394,198,393
"1144",2025-01-28,"Binance","Spot Exchange",376,204,395
"1145",2025-01-28,"Binance","Staking",356,186,382
"1146",2025-01-28,"Binance","Wallet",394,218,377
"1147",2025-01-28,"Coinbase","Earn",377,185,403
"1148",2025-01-28,"Coinbase","NFT Marketplace",399,207,339
"1149",2025-01-28,"Coinbase","Pro",404,208,408
"1150",2025-01-28,"Coinbase","Spot Trading",356,178,383
"1151",2025-01-28,"Coinbase","Staking",382,180,378
"1152",2025-01-28,"Coinbase","Wallet",394,197,417
"1153",2025-01-28,"Meta","Facebook",344,212,417
"1154",2025-01-28,"Meta","Horizon Worlds",410,200,419
"1155",2025-01-28,"Meta","Instagram",451,209,337
"1156",2025-01-28,"Meta","Oculus Rift",390,191,418
"1157",2025-01-28,"Meta","Portal",393,197,399
"1158",2025-01-28,"Meta","WhatsApp",391,176,356
"1159",2025-01-28,"Nike","Air Max",357,194,378
"1160",2025-01-28,"Nike","Dri-FIT Apparel",410,171,396
"1161",2025-01-28,"Nike","Football Boots",407,199,372
"1162",2025-01-28,"Nike","Jordan",403,176,375
"1163",2025-01-28,"Nike","Nike+ App",397,208,363
"1164",2025-01-28,"Nike","Running Shoes",375,210,343
"1165",2025-01-28,"Nvidia","AI Chips",384,207,413
"1166",2025-01-28,"Nvidia","Cloud Gaming",399,195,363
"1167",2025-01-28,"Nvidia","DLSS Tech",371,163,357
"1168",2025-01-28,"Nvidia","GPU Drivers",377,178,357
"1169",2025-01-28,"Nvidia","RTX GPUs",352,187,400
"1170",2025-01-28,"Nvidia","RTX Laptops",356,166,389
"1171",2025-01-28,"Tesla","Model 3",388,203,389
"1172",2025-01-28,"Tesla","Model S",378,200,410
"1173",2025-01-28,"Tesla","Model X",377,187,380
"1174",2025-01-28,"Tesla","Model Y",347,188,350
"1175",2025-01-28,"Tesla","Powerwall",369,177,373
"1176",2025-01-28,"Tesla","Solar Roof",358,172,401
"1177",2025-01-29,"Apple","AirPods",409,196,404
"1178",2025-01-29,"Apple","App Store",355,189,432
"1179",2025-01-29,"Apple","Apple Watch",410,207,395
"1180",2025-01-29,"Apple","MacBook",377,199,381
"1181",2025-01-29,"Apple","iPad",392,177,374
"1182",2025-01-29,"Apple","iPhone",380,172,375
"1183",2025-01-29,"Binance","Futures",364,211,420
"1184",2025-01-29,"Binance","Margin Trading",395,196,389
"1185",2025-01-29,"Binance","P2P",362,213,402
"1186",2025-01-29,"Binance","Spot Exchange",390,198,375
"1187",2025-01-29,"Binance","Staking",384,170,387
"1188",2025-01-29,"Binance","Wallet",383,193,389
"1189",2025-01-29,"Coinbase","Earn",356,219,389
"1190",2025-01-29,"Coinbase","NFT Marketplace",421,210,427
"1191",2025-01-29,"Coinbase","Pro",396,213,370
"1192",2025-01-29,"Coinbase","Spot Trading",409,197,359
"1193",2025-01-29,"Coinbase","Staking",385,159,387
"1194",2025-01-29,"Coinbase","Wallet",401,194,388
"1195",2025-01-29,"Meta","Facebook",373,160,390
"1196",2025-01-29,"Meta","Horizon Worlds",353,204,356
"1197",2025-01-29,"Meta","Instagram",387,170,358
"1198",2025-01-29,"Meta","Oculus Rift",378,195,362
"1199",2025-01-29,"Meta","Portal",390,174,370
"1200",2025-01-29,"Meta","WhatsApp",379,153,365
"1201",2025-01-29,"Nike","Air Max",373,177,371
"1202",2025-01-29,"Nike","Dri-FIT Apparel",361,190,407
"1203",2025-01-29,"Nike","Football Boots",401,193,382
"1204",2025-01-29,"Nike","Jordan",407,185,390
"1205",2025-01-29,"Nike","Nike+ App",358,184,373
"1206",2025-01-29,"Nike","Running Shoes",392,185,393
"1207",2025-01-29,"Nvidia","AI Chips",364,178,386
"1208",2025-01-29,"Nvidia","Cloud Gaming",394,195,378
"1209",2025-01-29,"Nvidia","DLSS Tech",400,201,366
"1210",2025-01-29,"Nvidia","GPU Drivers",378,179,410
"1211",2025-01-29,"Nvidia","RTX GPUs",376,187,404
"1212",2025-01-29,"Nvidia","RTX Laptops",371,214,398
"1213",2025-01-29,"Tesla","Model 3",392,184,395
"1214",2025-01-29,"Tesla","Model S",389,206,382
"1215",2025-01-29,"Tesla","Model X",363,179,382
"1216",2025-01-29,"Tesla","Model Y",391,209,353
"1217",2025-01-29,"Tesla","Powerwall",388,175,388
"1218",2025-01-29,"Tesla","Solar Roof",363,197,380
"1219",2025-01-30,"Apple","AirPods",401,186,377
"1220",2025-01-30,"Apple","App Store",382,205,384
"1221",2025-01-30,"Apple","Apple Watch",389,191,378
"1222",2025-01-30,"Apple","MacBook",404,192,382
"1223",2025-01-30,"Apple","iPad",373,193,390
"1224",2025-01-30,"Apple","iPhone",425,192,370
"1225",2025-01-30,"Binance","Futures",389,189,358
"1226",2025-01-30,"Binance","Margin Trading",395,184,364
"1227",2025-01-30,"Binance","P2P",379,201,396
"1228",2025-01-30,"Binance","Spot Exchange",422,191,370
"1229",2025-01-30,"Binance","Staking",395,200,395
"1230",2025-01-30,"Binance","Wallet",395,179,395
"1231",2025-01-30,"Coinbase","Earn",373,208,403
"1232",2025-01-30,"Coinbase","NFT Marketplace",379,204,394
"1233",2025-01-30,"Coinbase","Pro",400,173,366
"1234",2025-01-30,"Coinbase","Spot Trading",367,192,375
"1235",2025-01-30,"Coinbase","Staking",394,169,381
"1236",2025-01-30,"Coinbase","Wallet",394,170,355
"1237",2025-01-30,"Meta","Facebook",369,181,377
"1238",2025-01-30,"Meta","Horizon Worlds",395,175,401
"1239",2025-01-30,"Meta","Instagram",402,206,360
"1240",2025-01-30,"Meta","Oculus Rift",369,208,365
"1241",2025-01-30,"Meta","Portal",386,186,378
"1242",2025-01-30,"Meta","WhatsApp",387,201,397
"1243",2025-01-30,"Nike","Air Max",406,181,369
"1244",2025-01-30,"Nike","Dri-FIT Apparel",406,195,382
"1245",2025-01-30,"Nike","Football Boots",363,179,353
"1246",2025-01-30,"Nike","Jordan",408,178,357
"1247",2025-01-30,"Nike","Nike+ App",389,180,349
"1248",2025-01-30,"Nike","Running Shoes",411,209,381
"1249",2025-01-30,"Nvidia","AI Chips",374,187,391
"1250",2025-01-30,"Nvidia","Cloud Gaming",386,204,393
"1251",2025-01-30,"Nvidia","DLSS Tech",368,186,394
"1252",2025-01-30,"Nvidia","GPU Drivers",373,182,380
"1253",2025-01-30,"Nvidia","RTX GPUs",393,198,336
"1254",2025-01-30,"Nvidia","RTX Laptops",367,178,384
"1255",2025-01-30,"Tesla","Model 3",400,202,410
"1256",2025-01-30,"Tesla","Model S",383,182,405
"1257",2025-01-30,"Tesla","Model X",383,190,376
"1258",2025-01-30,"Tesla","Model Y",381,214,373
"1259",2025-01-30,"Tesla","Powerwall",386,173,404
"1260",2025-01-30,"Tesla","Solar Roof",360,179,341
"1261",2025-01-31,"Apple","AirPods",397,203,425
"1262",2025-01-31,"Apple","App Store",382,178,379
"1263",2025-01-31,"Apple","Apple Watch",392,178,354
"1264",2025-01-31,"Apple","MacBook",360,176,376
"1265",2025-01-31,"Apple","iPad",399,173,376
"1266",2025-01-31,"Apple","iPhone",385,181,340
"1267",2025-01-31,"Binance","Futures",424,190,370
"1268",2025-01-31,"Binance","Margin Trading",364,208,374
"1269",2025-01-31,"Binance","P2P",368,175,373
"1270",2025-01-31,"Binance","Spot Exchange",364,138,379
"1271",2025-01-31,"Binance","Staking",369,181,420
"1272",2025-01-31,"Binance","Wallet",399,220,393
"1273",2025-01-31,"Coinbase","Earn",403,179,406
"1274",2025-01-31,"Coinbase","NFT Marketplace",362,215,372
"1275",2025-01-31,"Coinbase","Pro",386,187,391
"1276",2025-01-31,"Coinbase","Spot Trading",385,201,393
"1277",2025-01-31,"Coinbase","Staking",354,192,406
"1278",2025-01-31,"Coinbase","Wallet",398,184,373
"1279",2025-01-31,"Meta","Facebook",356,172,404
"1280",2025-01-31,"Meta","Horizon Worlds",366,184,376
"1281",2025-01-31,"Meta","Instagram",391,197,379
"1282",2025-01-31,"Meta","Oculus Rift",392,211,366
"1283",2025-01-31,"Meta","Portal",417,182,402
"1284",2025-01-31,"Meta","WhatsApp",379,182,392
"1285",2025-01-31,"Nike","Air Max",381,187,378
"1286",2025-01-31,"Nike","Dri-FIT Apparel",361,177,398
"1287",2025-01-31,"Nike","Football Boots",384,195,377
"1288",2025-01-31,"Nike","Jordan",372,204,389
"1289",2025-01-31,"Nike","Nike+ App",382,183,410
"1290",2025-01-31,"Nike","Running Shoes",374,198,392
"1291",2025-01-31,"Nvidia","AI Chips",387,191,387
"1292",2025-01-31,"Nvidia","Cloud Gaming",397,201,365
"1293",2025-01-31,"Nvidia","DLSS Tech",370,208,383
"1294",2025-01-31,"Nvidia","GPU Drivers",361,201,356
"1295",2025-01-31,"Nvidia","RTX GPUs",400,203,382
"1296",2025-01-31,"Nvidia","RTX Laptops",388,164,389
"1297",2025-01-31,"Tesla","Model 3",397,174,377
"1298",2025-01-31,"Tesla","Model S",366,184,391
"1299",2025-01-31,"Tesla","Model X",375,200,361
"1300",2025-01-31,"Tesla","Model Y",391,180,343
"1301",2025-01-31,"Tesla","Powerwall",393,182,403
"1302",2025-01-31,"Tesla","Solar Roof",379,209,431
"1303",2025-02-01,"Apple","AirPods",373,177,394
"1304",2025-02-01,"Apple","App Store",393,197,416
"1305",2025-02-01,"Apple","Apple Watch",381,175,391
"1306",2025-02-01,"Apple","MacBook",372,180,379
"1307",2025-02-01,"Apple","iPad",365,192,386
"1308",2025-02-01,"Apple","iPhone",378,169,379
"1309",2025-02-01,"Binance","Futures",390,174,389
"1310",2025-02-01,"Binance","Margin Trading",359,203,362
"1311",2025-02-01,"Binance","P2P",366,178,381
"1312",2025-02-01,"Binance","Spot Exchange",381,210,389
"1313",2025-02-01,"Binance","Staking",395,191,408
"1314",2025-02-01,"Binance","Wallet",415,191,404
"1315",2025-02-01,"Coinbase","Earn",381,204,387
"1316",2025-02-01,"Coinbase","NFT Marketplace",388,175,402
"1317",2025-02-01,"Coinbase","Pro",378,191,381
"1318",2025-02-01,"Coinbase","Spot Trading",383,211,398
"1319",2025-02-01,"Coinbase","Staking",380,191,410
"1320",2025-02-01,"Coinbase","Wallet",368,178,365
"1321",2025-02-01,"Meta","Facebook",398,196,413
"1322",2025-02-01,"Meta","Horizon Worlds",403,197,398
"1323",2025-02-01,"Meta","Instagram",381,221,387
"1324",2025-02-01,"Meta","Oculus Rift",404,204,390
"1325",2025-02-01,"Meta","Portal",404,202,401
"1326",2025-02-01,"Meta","WhatsApp",376,198,388
"1327",2025-02-01,"Nike","Air Max",372,183,364
"1328",2025-02-01,"Nike","Dri-FIT Apparel",379,199,384
"1329",2025-02-01,"Nike","Football Boots",402,193,410
"1330",2025-02-01,"Nike","Jordan",391,192,382
"1331",2025-02-01,"Nike","Nike+ App",408,189,389
"1332",2025-02-01,"Nike","Running Shoes",396,212,350
"1333",2025-02-01,"Nvidia","AI Chips",360,210,401
"1334",2025-02-01,"Nvidia","Cloud Gaming",352,189,381
"1335",2025-02-01,"Nvidia","DLSS Tech",399,186,408
"1336",2025-02-01,"Nvidia","GPU Drivers",386,186,403
"1337",2025-02-01,"Nvidia","RTX GPUs",375,174,369
"1338",2025-02-01,"Nvidia","RTX Laptops",378,184,372
"1339",2025-02-01,"Tesla","Model 3",349,174,380
"1340",2025-02-01,"Tesla","Model S",398,193,361
"1341",2025-02-01,"Tesla","Model X",353,201,388
"1342",2025-02-01,"Tesla","Model Y",391,215,377
"1343",2025-02-01,"Tesla","Powerwall",415,221,359
"1344",2025-02-01,"Tesla","Solar Roof",381,202,407
"1345",2025-02-02,"Apple","AirPods",394,200,387
"1346",2025-02-02,"Apple","App Store",358,183,380
"1347",2025-02-02,"Apple","Apple Watch",388,175,368
"1348",2025-02-02,"Apple","MacBook",396,191,420
"1349",2025-02-02,"Apple","iPad",411,193,414
"1350",2025-02-02,"Apple","iPhone",368,195,397
"1351",2025-02-02,"Binance","Futures",401,162,396
"1352",2025-02-02,"Binance","Margin Trading",376,209,383
"1353",2025-02-02,"Binance","P2P",368,209,389
"1354",2025-02-02,"Binance","Spot Exchange",405,198,353
"1355",2025-02-02,"Binance","Staking",382,185,377
"1356",2025-02-02,"Binance","Wallet",389,187,368
"1357",2025-02-02,"Coinbase","Earn",376,190,395
"1358",2025-02-02,"Coinbase","NFT Marketplace",382,182,384
"1359",2025-02-02,"Coinbase","Pro",395,188,376
"1360",2025-02-02,"Coinbase","Spot Trading",390,206,357
"1361",2025-02-02,"Coinbase","Staking",381,206,398
"1362",2025-02-02,"Coinbase","Wallet",414,220,399
"1363",2025-02-02,"Meta","Facebook",372,203,381
"1364",2025-02-02,"Meta","Horizon Worlds",378,198,410
"1365",2025-02-02,"Meta","Instagram",388,174,393
"1366",2025-02-02,"Meta","Oculus Rift",397,166,373
"1367",2025-02-02,"Meta","Portal",347,209,372
"1368",2025-02-02,"Meta","WhatsApp",386,188,376
"1369",2025-02-02,"Nike","Air Max",389,188,394
"1370",2025-02-02,"Nike","Dri-FIT Apparel",384,189,389
"1371",2025-02-02,"Nike","Football Boots",387,199,364
"1372",2025-02-02,"Nike","Jordan",429,198,368
"1373",2025-02-02,"Nike","Nike+ App",385,191,373
"1374",2025-02-02,"Nike","Running Shoes",373,169,372
"1375",2025-02-02,"Nvidia","AI Chips",373,203,376
"1376",2025-02-02,"Nvidia","Cloud Gaming",402,195,379
"1377",2025-02-02,"Nvidia","DLSS Tech",379,191,377
"1378",2025-02-02,"Nvidia","GPU Drivers",397,194,368
"1379",2025-02-02,"Nvidia","RTX GPUs",364,176,366
"1380",2025-02-02,"Nvidia","RTX Laptops",367,190,344
"1381",2025-02-02,"Tesla","Model 3",359,190,393
"1382",2025-02-02,"Tesla","Model S",373,184,383
"1383",2025-02-02,"Tesla","Model X",338,213,391
"1384",2025-02-02,"Tesla","Model Y",391,189,422
"1385",2025-02-02,"Tesla","Powerwall",383,188,381
"1386",2025-02-02,"Tesla","Solar Roof",371,171,379
"1387",2025-02-03,"Apple","AirPods",393,204,397
"1388",2025-02-03,"Apple","App Store",379,196,383
"1389",2025-02-03,"Apple","Apple Watch",412,195,395
"1390",2025-02-03,"Apple","MacBook",383,202,381
"1391",2025-02-03,"Apple","iPad",397,183,377
"1392",2025-02-03,"Apple","iPhone",383,191,388
"1393",2025-02-03,"Binance","Futures",409,203,367
"1394",2025-02-03,"Binance","Margin Trading",381,216,387
"1395",2025-02-03,"Binance","P2P",385,192,349
"1396",2025-02-03,"Binance","Spot Exchange",427,219,411
"1397",2025-02-03,"Binance","Staking",355,193,389
"1398",2025-02-03,"Binance","Wallet",362,206,383
"1399",2025-02-03,"Coinbase","Earn",399,190,369
"1400",2025-02-03,"Coinbase","NFT Marketplace",382,171,395
"1401",2025-02-03,"Coinbase","Pro",362,186,398
"1402",2025-02-03,"Coinbase","Spot Trading",349,168,379
"1403",2025-02-03,"Coinbase","Staking",369,209,420
"1404",2025-02-03,"Coinbase","Wallet",375,189,384
"1405",2025-02-03,"Meta","Facebook",387,205,379
"1406",2025-02-03,"Meta","Horizon Worlds",363,189,406
"1407",2025-02-03,"Meta","Instagram",390,194,392
"1408",2025-02-03,"Meta","Oculus Rift",349,184,382
"1409",2025-02-03,"Meta","Portal",356,186,392
"1410",2025-02-03,"Meta","WhatsApp",387,173,388
"1411",2025-02-03,"Nike","Air Max",387,190,391
"1412",2025-02-03,"Nike","Dri-FIT Apparel",418,187,396
"1413",2025-02-03,"Nike","Football Boots",369,214,390
"1414",2025-02-03,"Nike","Jordan",383,196,354
"1415",2025-02-03,"Nike","Nike+ App",345,186,364
"1416",2025-02-03,"Nike","Running Shoes",400,186,367
"1417",2025-02-03,"Nvidia","AI Chips",382,193,371
"1418",2025-02-03,"Nvidia","Cloud Gaming",369,207,380
"1419",2025-02-03,"Nvidia","DLSS Tech",414,197,390
"1420",2025-02-03,"Nvidia","GPU Drivers",441,183,359
"1421",2025-02-03,"Nvidia","RTX GPUs",353,185,388
"1422",2025-02-03,"Nvidia","RTX Laptops",409,169,395
"1423",2025-02-03,"Tesla","Model 3",393,202,375
"1424",2025-02-03,"Tesla","Model S",349,202,388
"1425",2025-02-03,"Tesla","Model X",419,220,406
"1426",2025-02-03,"Tesla","Model Y",382,201,358
"1427",2025-02-03,"Tesla","Powerwall",361,208,389
"1428",2025-02-03,"Tesla","Solar Roof",399,209,391
"1429",2025-02-04,"Apple","AirPods",393,195,394
"1430",2025-02-04,"Apple","App Store",352,194,389
"1431",2025-02-04,"Apple","Apple Watch",393,193,391
"1432",2025-02-04,"Apple","MacBook",391,174,386
"1433",2025-02-04,"Apple","iPad",386,203,403
"1434",2025-02-04,"Apple","iPhone",390,194,397
"1435",2025-02-04,"Binance","Futures",391,200,389
"1436",2025-02-04,"Binance","Margin Trading",342,189,381
"1437",2025-02-04,"Binance","P2P",411,197,391
"1438",2025-02-04,"Binance","Spot Exchange",392,195,396
"1439",2025-02-04,"Binance","Staking",361,181,397
"1440",2025-02-04,"Binance","Wallet",403,190,404
"1441",2025-02-04,"Coinbase","Earn",378,182,395
"1442",2025-02-04,"Coinbase","NFT Marketplace",393,180,387
"1443",2025-02-04,"Coinbase","Pro",372,194,400
"1444",2025-02-04,"Coinbase","Spot Trading",397,175,369
"1445",2025-02-04,"Coinbase","Staking",381,182,357
"1446",2025-02-04,"Coinbase","Wallet",355,199,397
"1447",2025-02-04,"Meta","Facebook",393,188,369
"1448",2025-02-04,"Meta","Horizon Worlds",412,175,379
"1449",2025-02-04,"Meta","Instagram",395,176,387
"1450",2025-02-04,"Meta","Oculus Rift",380,193,393
"1451",2025-02-04,"Meta","Portal",426,192,406
"1452",2025-02-04,"Meta","WhatsApp",393,195,380
"1453",2025-02-04,"Nike","Air Max",399,187,386
"1454",2025-02-04,"Nike","Dri-FIT Apparel",388,186,366
"1455",2025-02-04,"Nike","Football Boots",369,211,402
"1456",2025-02-04,"Nike","Jordan",398,202,409
"1457",2025-02-04,"Nike","Nike+ App",397,208,366
"1458",2025-02-04,"Nike","Running Shoes",358,183,401
"1459",2025-02-04,"Nvidia","AI Chips",363,190,377
"1460",2025-02-04,"Nvidia","Cloud Gaming",420,209,397
"1461",2025-02-04,"Nvidia","DLSS Tech",369,220,377
"1462",2025-02-04,"Nvidia","GPU Drivers",402,187,348
"1463",2025-02-04,"Nvidia","RTX GPUs",379,208,363
"1464",2025-02-04,"Nvidia","RTX Laptops",447,185,381
"1465",2025-02-04,"Tesla","Model 3",388,201,392
"1466",2025-02-04,"Tesla","Model S",372,196,382
"1467",2025-02-04,"Tesla","Model X",380,189,379
"1468",2025-02-04,"Tesla","Model Y",367,213,393
"1469",2025-02-04,"Tesla","Powerwall",372,200,360
"1470",2025-02-04,"Tesla","Solar Roof",372,210,367
"1471",2025-02-05,"Apple","AirPods",358,219,393
"1472",2025-02-05,"Apple","App Store",360,181,370
"1473",2025-02-05,"Apple","Apple Watch",405,201,394
"1474",2025-02-05,"Apple","MacBook",397,171,415
"1475",2025-02-05,"Apple","iPad",377,212,379
"1476",2025-02-05,"Apple","iPhone",375,177,400
"1477",2025-02-05,"Binance","Futures",398,185,370
"1478",2025-02-05,"Binance","Margin Trading",378,187,398
"1479",2025-02-05,"Binance","P2P",373,191,383
"1480",2025-02-05,"Binance","Spot Exchange",370,204,364
"1481",2025-02-05,"Binance","Staking",376,189,394
"1482",2025-02-05,"Binance","Wallet",374,173,381
"1483",2025-02-05,"Coinbase","Earn",380,187,385
"1484",2025-02-05,"Coinbase","NFT Marketplace",353,215,395
"1485",2025-02-05,"Coinbase","Pro",380,181,353
"1486",2025-02-05,"Coinbase","Spot Trading",404,206,362
"1487",2025-02-05,"Coinbase","Staking",427,189,399
"1488",2025-02-05,"Coinbase","Wallet",348,190,404
"1489",2025-02-05,"Meta","Facebook",418,206,367
"1490",2025-02-05,"Meta","Horizon Worlds",380,174,413
"1491",2025-02-05,"Meta","Instagram",423,210,379
"1492",2025-02-05,"Meta","Oculus Rift",413,173,393
"1493",2025-02-05,"Meta","Portal",369,193,356
"1494",2025-02-05,"Meta","WhatsApp",378,166,388
"1495",2025-02-05,"Nike","Air Max",368,200,413
"1496",2025-02-05,"Nike","Dri-FIT Apparel",380,187,410
"1497",2025-02-05,"Nike","Football Boots",397,209,398
"1498",2025-02-05,"Nike","Jordan",418,181,392
"1499",2025-02-05,"Nike","Nike+ App",395,179,350
"1500",2025-02-05,"Nike","Running Shoes",379,185,403
"1501",2025-02-05,"Nvidia","AI Chips",378,192,380
"1502",2025-02-05,"Nvidia","Cloud Gaming",355,186,386
"1503",2025-02-05,"Nvidia","DLSS Tech",393,177,357
"1504",2025-02-05,"Nvidia","GPU Drivers",390,209,381
"1505",2025-02-05,"Nvidia","RTX GPUs",364,216,381
"1506",2025-02-05,"Nvidia","RTX Laptops",378,169,376
"1507",2025-02-05,"Tesla","Model 3",408,185,364
"1508",2025-02-05,"Tesla","Model S",378,209,350
"1509",2025-02-05,"Tesla","Model X",423,185,379
"1510",2025-02-05,"Tesla","Model Y",396,167,394
"1511",2025-02-05,"Tesla","Powerwall",361,191,367
"1512",2025-02-05,"Tesla","Solar Roof",363,199,410
"1513",2025-02-06,"Apple","AirPods",384,186,394
"1514",2025-02-06,"Apple","App Store",333,210,403
"1515",2025-02-06,"Apple","Apple Watch",379,197,404
"1516",2025-02-06,"Apple","MacBook",424,215,393
"1517",2025-02-06,"Apple","iPad",354,184,378
"1518",2025-02-06,"Apple","iPhone",411,224,368
"1519",2025-02-06,"Binance","Futures",396,203,387
"1520",2025-02-06,"Binance","Margin Trading",359,181,410
"1521",2025-02-06,"Binance","P2P",364,185,391
"1522",2025-02-06,"Binance","Spot Exchange",395,191,393
"1523",2025-02-06,"Binance","Staking",355,209,378
"1524",2025-02-06,"Binance","Wallet",372,200,355
"1525",2025-02-06,"Coinbase","Earn",369,200,387
"1526",2025-02-06,"Coinbase","NFT Marketplace",388,171,399
"1527",2025-02-06,"Coinbase","Pro",379,193,380
"1528",2025-02-06,"Coinbase","Spot Trading",371,189,366
"1529",2025-02-06,"Coinbase","Staking",398,165,407
"1530",2025-02-06,"Coinbase","Wallet",355,191,372
"1531",2025-02-06,"Meta","Facebook",366,171,363
"1532",2025-02-06,"Meta","Horizon Worlds",341,174,396
"1533",2025-02-06,"Meta","Instagram",346,183,388
"1534",2025-02-06,"Meta","Oculus Rift",387,219,391
"1535",2025-02-06,"Meta","Portal",364,206,419
"1536",2025-02-06,"Meta","WhatsApp",415,171,372
"1537",2025-02-06,"Nike","Air Max",387,191,405
"1538",2025-02-06,"Nike","Dri-FIT Apparel",400,183,353
"1539",2025-02-06,"Nike","Football Boots",389,185,388
"1540",2025-02-06,"Nike","Jordan",388,192,367
"1541",2025-02-06,"Nike","Nike+ App",382,180,374
"1542",2025-02-06,"Nike","Running Shoes",375,196,373
"1543",2025-02-06,"Nvidia","AI Chips",363,181,364
"1544",2025-02-06,"Nvidia","Cloud Gaming",364,183,351
"1545",2025-02-06,"Nvidia","DLSS Tech",396,164,384
"1546",2025-02-06,"Nvidia","GPU Drivers",375,198,398
"1547",2025-02-06,"Nvidia","RTX GPUs",416,191,393
"1548",2025-02-06,"Nvidia","RTX Laptops",391,169,403
"1549",2025-02-06,"Tesla","Model 3",411,195,372
"1550",2025-02-06,"Tesla","Model S",389,170,391
"1551",2025-02-06,"Tesla","Model X",356,175,392
"1552",2025-02-06,"Tesla","Model Y",404,191,385
"1553",2025-02-06,"Tesla","Powerwall",356,236,363
"1554",2025-02-06,"Tesla","Solar Roof",429,198,378
"1555",2025-02-07,"Apple","AirPods",385,188,372
"1556",2025-02-07,"Apple","App Store",398,191,344
"1557",2025-02-07,"Apple","Apple Watch",392,207,398
"1558",2025-02-07,"Apple","MacBook",367,194,370
"1559",2025-02-07,"Apple","iPad",375,206,383
"1560",2025-02-07,"Apple","iPhone",385,182,373
"1561",2025-02-07,"Binance","Futures",417,189,391
"1562",2025-02-07,"Binance","Margin Trading",376,165,370
"1563",2025-02-07,"Binance","P2P",392,197,344
"1564",2025-02-07,"Binance","Spot Exchange",415,167,361
"1565",2025-02-07,"Binance","Staking",380,177,397
"1566",2025-02-07,"Binance","Wallet",398,198,392
"1567",2025-02-07,"Coinbase","Earn",385,182,388
"1568",2025-02-07,"Coinbase","NFT Marketplace",392,180,349
"1569",2025-02-07,"Coinbase","Pro",380,183,388
"1570",2025-02-07,"Coinbase","Spot Trading",366,197,385
"1571",2025-02-07,"Coinbase","Staking",406,199,400
"1572",2025-02-07,"Coinbase","Wallet",358,207,371
"1573",2025-02-07,"Meta","Facebook",381,186,391
"1574",2025-02-07,"Meta","Horizon Worlds",365,192,374
"1575",2025-02-07,"Meta","Instagram",390,202,379
"1576",2025-02-07,"Meta","Oculus Rift",400,210,366
"1577",2025-02-07,"Meta","Portal",396,195,362
"1578",2025-02-07,"Meta","WhatsApp",385,166,367
"1579",2025-02-07,"Nike","Air Max",352,187,392
"1580",2025-02-07,"Nike","Dri-FIT Apparel",395,185,355
